"ht" "g"
"83" 72.8441209933864 "0"
"84" 62.8567398056114 "0"
"85" 64.6674522740339 "1"
"86" 65.8886424939492 "1"
"87" 64.879624647925 "1"
"88" 67.1773288255425 "0"
"89" 62.3269630055578 "1"
"90" 69.3322500467413 "0"
"91" 71.5717912748608 "0"
"92" 72.1000485506574 "0"
"93" 65.1627964687634 "0"
"94" 60.3402685712841 "0"
"95" 54.6700862660544 "0"
"96" 68.5654519422234 "0"
"97" 63.586993894221 "1"
"98" 66.2106163769128 "0"
"99" 65.4126638499196 "1"
"100" 76.8378624693879 "0"
"101" 73.8663168488508 "0"
"102" 60.8347438055662 "1"
"103" 55.3303325146249 "1"
"104" 76.8922025741249 "0"
"105" 64.9206336674104 "1"
"106" 64.6444871664768 "0"
"107" 61.3804298336885 "0"
"108" 79.851869390901 "0"
"109" 61.997988895499 "0"
"110" 56.0068158353184 "0"
"111" 59.5167303913087 "0"
"112" 59.9823771715269 "0"
"113" 60.4215594874516 "0"
"114" 61.7174371885843 "1"
"115" 62.2817388533527 "1"
"116" 66.7090370081267 "0"
"117" 63.044711049927 "0"
"118" 60.96570686141 "1"
"119" 74.1717798645406 "0"
"120" 62.0081846004267 "0"
"121" 62.288524188496 "0"
"122" 57.8921216112537 "0"
"123" 66.1854008643487 "0"
"124" 69.7018617132762 "0"
"125" 61.3516121416521 "0"
"126" 62.8934265939841 "0"
"127" 63.6493716464479 "0"
"128" 72.9310679751396 "1"
"129" 59.3583114811837 "0"
"130" 76.4189536910427 "0"
"131" 67.5623777287682 "1"
"132" 53.0678440126268 "0"
"133" 64.6662320677921 "0"
"134" 73.8055842841403 "0"
"135" 60.3439359502831 "0"
"136" 61.7017853743378 "0"
"137" 60.627735475998 "0"
"138" 65.6734202359218 "0"
"139" 67.4768069335331 "1"
"140" 59.4854024615209 "1"
"141" 64.857723152556 "0"
"142" 62.8535495482766 "1"
"143" 60.7635187873404 "0"
"144" 59.3931351383106 "1"
"145" 61.7250766314668 "1"
"146" 59.4676703221093 "1"
"147" 70.1395894064478 "0"
"148" 65.1531722828434 "1"
"149" 54.7279205240964 "0"
"150" 62.4134405721567 "0"
"151" 58.7493743285682 "1"
"152" 72.3346654100779 "0"
"153" 64.5617847401609 "0"
"154" 68.0181890483816 "1"
"155" 55.6071075981442 "0"
"156" 67.2149950196683 "1"
"157" 64.0954852447054 "0"
"158" 66.4339423798143 "0"
"159" 64.7426576044474 "1"
"160" 71.0103537388842 "0"
"161" 59.7246813958688 "0"
"162" 58.2936129302216 "0"
"163" 71.0929807417268 "0"
"164" 56.6556170266943 "0"
"165" 56.1833195599131 "1"
"166" 57.8253221235152 "0"
"167" 55.0767422683416 "0"
"168" 58.5531328816711 "0"
"169" 54.5158315562504 "0"
"170" 70.2301595002804 "0"
"171" 68.6144536202323 "0"
"172" 59.5230496479322 "1"
"173" 58.8038470510576 "0"
"174" 60.891947473522 "1"
"175" 61.2706654950506 "0"
"176" 72.8892635626368 "0"
"177" 58.687057002234 "0"
"178" 62.155437276632 "1"
"179" 68.7510552371649 "0"
"180" 62.9717999635777 "0"
"181" 65.1023904684796 "0"
"182" 57.9063315420095 "0"
"183" 62.8209465543699 "1"
"184" 65.8745958098752 "1"
"185" 58.1586991053658 "1"
"186" 74.4118188561625 "1"
"187" 68.4834496200253 "0"
"188" 62.2868989828786 "1"
"189" 71.3512501104053 "0"
"190" 67.0182732810498 "0"
"191" 69.8447931163441 "0"
"192" 64.2738191654806 "0"
"193" 63.5869591966649 "0"
"194" 67.0935769987898 "1"
"195" 60.197044674324 "1"
"196" 58.3698438577197 "0"
"197" 65.5071725768749 "1"
"198" 60.8568336474617 "1"
"199" 65.9488108981705 "0"
"200" 60.6961322311545 "1"
"201" 59.4385756773606 "1"
"202" 72.6262136277424 "0"
"203" 63.2296767637147 "0"
"204" 69.5967338756353 "0"
"205" 63.8203263190269 "0"
"206" 63.5183107323843 "0"
"207" 61.7793834253254 "1"
"208" 57.6127492747591 "0"
"209" 50.6908108510347 "0"
"210" 64.0843743786566 "0"
"211" 69.374909130433 "0"
"212" 53.5974500681468 "0"
"213" 60.256966342969 "1"
"214" 62.2057764818679 "0"
"215" 55.3064114650978 "0"
"216" 71.9891604443436 "0"
"217" 51.4988508841182 "0"
"218" 67.0349139211829 "0"
"219" 67.5903365676776 "1"
"220" 61.610479153658 "1"
"221" 66.1768073382601 "0"
"222" 63.1296137359892 "0"
"223" 78.3884230670723 "0"
"224" 65.3581344081849 "0"
"225" 69.6043466968746 "0"
"226" 58.1566851828428 "0"
"227" 67.2315094343316 "0"
"228" 71.4256109694577 "0"
"229" 51.5305660619667 "0"
"230" 62.066504855071 "0"
"231" 67.4935391002773 "0"
"232" 65.7240409584087 "0"
"233" 69.8024956527148 "0"
"234" 71.8447313370911 "0"
"235" 62.826591631606 "0"
"236" 66.2991510635384 "1"
"237" 55.0578041013181 "0"
"238" 61.1722680175632 "1"
"239" 57.4736092118686 "1"
"240" 65.645014268694 "0"
"241" 69.7284254061193 "1"
"242" 71.1054805605385 "0"
"243" 67.7458809956665 "0"
"244" 71.0807339991777 "0"
"245" 70.0697695020804 "1"
"246" 60.1439794929105 "0"
"247" 55.1587970763328 "0"
"248" 70.6387518225486 "0"
"249" 60.0959393226376 "0"
"250" 50.4984846540269 "0"
"251" 67.1694661218407 "0"
"252" 60.1909567585771 "1"
"253" 62.6593828865167 "0"
"254" 62.8312914657043 "1"
"255" 54.2420492792802 "0"
"256" 70.1107868215997 "0"
"257" 67.8271500679485 "0"
"258" 49.9824122858458 "0"
"259" 63.0937239237909 "0"
"260" 74.6721550374041 "0"
"261" 58.7468884598603 "0"
"262" 64.3872424580256 "0"
"263" 62.9292691417539 "0"
"264" 64.5486625714569 "0"
"265" 69.6584973910008 "0"
"266" 56.5754740745472 "0"
"267" 66.9417261597065 "1"
"268" 64.219093793341 "1"
"269" 69.8713687748955 "0"
"270" 67.418608747522 "0"
"271" 65.9356089143605 "1"
"272" 66.8257722984376 "1"
"273" 64.2274523691721 "1"
"274" 64.8765754099834 "0"
"275" 63.1323914889645 "0"
"276" 64.4526174325792 "0"
"277" 58.1048762172199 "0"
"278" 65.0153607335381 "0"
"279" 66.6797322155933 "0"
"280" 67.1460118372147 "0"
"281" 61.5792256185635 "0"
"282" 62.4774837920104 "1"
"283" 65.2723773428134 "0"
"284" 54.3394440087493 "1"
"285" 65.0619349972454 "0"
"286" 61.5992962020552 "1"
"287" 57.5571473523029 "0"
"288" 66.4518171264461 "1"
"289" 57.2885298966485 "0"
"290" 59.9830778405364 "0"
"291" 70.7223735185325 "0"
"292" 70.4614674595454 "1"
"293" 61.6941520288318 "1"
"294" 65.5943469867588 "0"
"295" 65.7996647691149 "1"
"296" 62.0563428188263 "1"
"297" 66.7779959799109 "1"
"298" 64.0137705249776 "1"
"299" 68.1157835835612 "0"
"300" 58.3816209362967 "0"
"301" 55.3793499688769 "1"
"302" 66.2879281171844 "0"
"303" 63.4614983351904 "0"
"304" 76.7254439019904 "1"
"305" 58.8201564168021 "1"
"306" 63.1514883723437 "0"
"307" 66.6739546046032 "1"
"308" 67.444831412738 "1"
"309" 57.7490423805282 "1"
"310" 53.9031951062043 "0"
"311" 58.8072498404869 "1"
"312" 64.5725205142181 "0"
"313" 62.9195754214185 "0"
"314" 73.6422006825026 "0"
"315" 63.28010932837 "0"
"316" 64.5709172302519 "0"
"317" 67.3244711561384 "0"
"318" 54.8467189204133 "0"
"319" 62.6392837398815 "1"
"320" 67.6947572324436 "1"
"321" 56.0912677004237 "0"
"322" 61.9031963123088 "1"
"323" 63.4201147540017 "0"
"324" 56.415231902828 "1"
"325" 64.6756120655773 "0"
"326" 61.6474538876477 "0"
"327" 62.1639190137226 "0"
"328" 69.4335837138247 "1"
"329" 65.4788238120554 "0"
"330" 55.6906694204505 "0"
"331" 56.7531583132687 "0"
"332" 66.6806626959676 "0"
"333" 66.9398418251869 "0"
"334" 63.6431206502931 "0"
"335" 70.5368719502563 "0"
"336" 72.4848774640207 "1"
"337" 68.0101813033187 "0"
"338" 65.1765381255433 "0"
"339" 52.3032176306097 "0"
"340" 64.9950715309692 "1"
"341" 58.8510283175956 "0"
"342" 66.3425588212311 "0"
"343" 63.9814315528467 "0"
"344" 71.7472121383824 "0"
"345" 62.8268578174614 "0"
"346" 60.4418109546929 "1"
"347" 59.3653400238864 "0"
"348" 55.5947872131454 "0"
"349" 63.4378778107664 "0"
"350" 64.4860155001514 "1"
"351" 59.2057430993908 "0"
"352" 61.4606271459908 "1"
"353" 69.8143127673699 "1"
"354" 64.6550115062836 "0"
"355" 65.0940074833057 "0"
"356" 65.3281927303027 "0"
"357" 60.4302360233917 "1"
"358" 66.7638001564508 "0"
"359" 78.9253282271006 "0"
"360" 63.9898185479536 "0"
"361" 66.9500764972882 "0"
"362" 66.5166035962625 "0"
"363" 71.4772599948578 "1"
"364" 64.7158024457069 "1"
"365" 67.6719505469775 "0"
"366" 65.9571212910631 "0"
"367" 64.368280104753 "0"
"368" 74.2987508550084 "0"
"369" 66.479859215702 "1"
"370" 56.7594955313865 "1"
"371" 69.8788830432027 "1"
"372" 67.121266734895 "0"
"373" 71.8994973023822 "0"
"374" 64.4797109169006 "0"
"375" 58.2658371017559 "1"
"376" 64.6443077579972 "0"
"377" 64.8036701154071 "0"
"378" 69.7262893437258 "0"
"379" 68.6084938772484 "1"
"380" 65.4525027262835 "1"
"381" 64.6530421826333 "0"
"382" 64.3564546421472 "0"
"383" 73.2481382246479 "1"
"384" 64.4371727429255 "0"
"385" 70.032126299176 "1"
"386" 68.0795424180536 "1"
"387" 65.929217867497 "1"
"388" 64.2139718786379 "0"
"389" 72.7731203689809 "0"
"390" 70.1374722688393 "1"
"391" 64.84307758039 "0"
"392" 62.6310692862633 "0"
"393" 59.1977925336466 "1"
"394" 72.7492774418236 "1"
"395" 62.031219340469 "0"
"396" 64.2353646823462 "1"
"397" 67.513034162165 "1"
"398" 69.6884592767078 "1"
"399" 65.4149353403164 "1"
"400" 50.6494272065385 "1"
"401" 67.1246038415112 "1"
"402" 63.7913683290241 "0"
"403" 60.7816915411889 "0"
"404" 60.5977317202708 "0"
"405" 64.9729865747234 "0"
"406" 70.6467910559511 "1"
"407" 55.2961257488293 "0"
"408" 58.1394270828643 "0"
"409" 62.225424539869 "0"
"410" 55.7572794584353 "0"
"411" 72.5833277052847 "0"
"412" 71.068482979652 "0"
"413" 63.1094345444227 "0"
"414" 65.903937219582 "1"
"415" 65.8626128980812 "0"
"416" 53.8531831656905 "0"
"417" 71.2041829757288 "0"
"418" 53.6845263525624 "1"
"419" 59.3510853495233 "0"
"420" 64.2035321484671 "0"
"421" 60.8667434282772 "0"
"422" 63.4767563255896 "0"
"423" 63.7902710923796 "0"
"424" 70.4756966466387 "0"
"425" 71.6417352489563 "0"
"426" 67.437987364175 "1"
"427" 68.2497732548694 "0"
"428" 64.071498809061 "0"
"429" 71.4649598771806 "0"
"430" 69.7113996539886 "0"
"431" 62.1736555890694 "0"
"432" 70.5864231001415 "0"
"433" 62.4352516187819 "0"
"434" 65.7674648966145 "0"
"435" 64.4505917170893 "1"
"436" 68.524504955533 "0"
"437" 68.2545912506166 "0"
"438" 71.0218515632532 "0"
"439" 58.8598279586242 "0"
"440" 62.0866908820741 "1"
"441" 60.2155468791366 "0"
"442" 60.70880060649 "0"
"443" 65.2910782105119 "0"
"444" 74.1613717532295 "1"
"445" 57.2696229839776 "1"
"446" 61.7549174457796 "1"
"447" 67.2728369062996 "1"
"448" 64.084989573317 "0"
"449" 64.2745300120713 "0"
"450" 60.7323239708323 "0"
"451" 73.2291230199315 "0"
"452" 63.2729845019131 "0"
"453" 63.6527359562927 "1"
"454" 65.6893254126795 "0"
"455" 55.6823432542852 "0"
"456" 70.3508045829333 "0"
"457" 75.4981305851715 "0"
"458" 64.8336376465667 "0"
"459" 65.4915803162908 "1"
"460" 59.7493445428247 "0"
"461" 68.0659563873481 "0"
"462" 78.4381520952527 "0"
"463" 73.4369594983318 "0"
"464" 67.7306219078515 "0"
"465" 61.6909244519444 "0"
"466" 74.5530678665867 "0"
"467" 63.2518455192703 "1"
"468" 60.5731989078892 "0"
"469" 68.7066037659262 "0"
"470" 48.6622066400542 "0"
"471" 62.4015442204955 "0"
"472" 70.0224221443522 "1"
"473" 61.4990182108113 "1"
"474" 70.8182396394249 "0"
"475" 68.9775842277704 "1"
"476" 59.8354228401775 "1"
"477" 66.1805620361831 "0"
"478" 63.1043440841819 "0"
"479" 68.1986403304131 "1"
"480" 74.0429981682498 "1"
"481" 71.0005599784577 "1"
"482" 59.1173297439382 "0"
"483" 66.5998931801653 "0"
"484" 65.5845081907853 "0"
"485" 54.6868913592297 "0"
"486" 50.1941925916055 "0"
"487" 68.7195299222424 "1"
"488" 70.2256230381241 "1"
"489" 67.4513035795704 "0"
"490" 68.6040711502711 "0"
"491" 59.979720624303 "1"
"492" 60.6020633673874 "0"
"493" 62.5818531140926 "0"
"494" 69.8318679831026 "0"
"495" 72.60556522961 "1"
"496" 70.6183751881909 "0"
"497" 67.3801002218405 "0"
"498" 60.2724073813642 "0"
"499" 65.2645876203832 "0"
"500" 59.9375724537577 "1"
"501" 71.5893286348686 "0"
"502" 56.9525685882254 "0"
"503" 65.9447649490728 "1"
"504" 63.3710390889137 "0"
"505" 66.0115071338569 "0"
"506" 69.7186937066136 "0"
"507" 61.5997138890282 "0"
"508" 60.5862511081591 "0"
"509" 67.8885311551066 "0"
"510" 69.1387239604069 "0"
"511" 65.6016942810712 "0"
"512" 64.3038927027469 "1"
"513" 65.5335672940785 "0"
"514" 67.0565480377004 "1"
"515" 66.9074230955279 "0"
"516" 70.0950018990036 "0"
"517" 59.2834767477608 "0"
"518" 66.8057263135973 "0"
"519" 55.088201399955 "0"
"520" 72.1444392409625 "0"
"521" 58.846289015826 "0"
"522" 67.1296945866242 "0"
"523" 71.2484117728498 "1"
"524" 65.7514769783285 "0"
"525" 71.1700272410429 "0"
"526" 68.0944223828064 "1"
"527" 62.3605505989135 "0"
"528" 63.5758464913317 "0"
"529" 59.217811929317 "0"
"530" 66.7059161701533 "0"
"531" 60.8584348691199 "0"
"532" 64.634306809415 "0"
"533" 59.8704609037774 "0"
"534" 63.0160072406744 "0"
"535" 60.67765812697 "0"
"536" 53.5401109710875 "0"
"537" 56.1769393301132 "0"
"538" 76.581782498246 "0"
"539" 56.9024761556101 "1"
"540" 62.5361610338628 "0"
"541" 67.8271831896767 "0"
"542" 54.681329645636 "0"
"543" 59.1043845674531 "0"
"544" 66.7940387535773 "0"
"545" 60.1971031098925 "0"
"546" 62.2606532369269 "0"
"547" 58.4334154232315 "0"
"548" 77.8148516463158 "0"
"549" 65.6675104113641 "0"
"550" 64.7325942919725 "1"
"551" 64.8442449142984 "0"
"552" 70.8245564361105 "0"
"553" 61.9020341936468 "0"
"554" 58.4570934714998 "0"
"555" 67.0481471317055 "0"
"556" 64.7670626419939 "0"
"557" 66.9563954041328 "0"
"558" 53.999992178115 "0"
"559" 59.3760604708715 "0"
"560" 67.3554055562787 "0"
"561" 60.392364652246 "0"
"562" 60.9835834414181 "0"
"563" 58.6861635241415 "0"
"564" 62.4431469126891 "0"
"565" 71.5139646171505 "0"
"566" 68.9058753833959 "0"
"567" 57.2985687869628 "0"
"568" 63.5533873224025 "0"
"569" 59.4869000184111 "0"
"570" 65.5149098360829 "0"
"571" 58.6577819595229 "0"
"572" 58.1930835268178 "1"
"573" 61.6472253156391 "0"
"574" 63.433152633505 "0"
"575" 65.3621796006829 "1"
"576" 52.7570186614753 "0"
"577" 68.6109471920532 "0"
"578" 62.3887468392787 "0"
"579" 57.8645717897679 "0"
"580" 71.0946621487614 "1"
"581" 65.0690214537944 "0"
"582" 55.3684537322593 "0"
"583" 63.3813340785991 "1"
"584" 56.1043869087488 "0"
"585" 59.6201884188985 "0"
"586" 56.5581077045362 "1"
"587" 54.3941019223715 "0"
"588" 68.0488689064773 "0"
"589" 64.4884609378676 "1"
"590" 74.3976853512725 "0"
"591" 67.6378867542639 "1"
"592" 57.6145622729497 "0"
"593" 62.1473138945843 "0"
"594" 60.7791239667085 "0"
"595" 63.7363729160904 "1"
"596" 67.9957327252804 "1"
"597" 57.2274532480605 "1"
"598" 66.2665729096283 "0"
"599" 65.1745668529978 "0"
"600" 71.3876830940139 "1"
"601" 76.008631583852 "0"
"602" 70.1297029493143 "1"
"603" 63.1415425828046 "0"
"604" 63.2221176042843 "1"
"605" 64.2670491548171 "0"
"606" 60.6141021582246 "0"
"607" 63.4658068839649 "1"
"608" 61.2826378132421 "0"
"609" 78.30772702415 "0"
"610" 63.9734188831814 "0"
"611" 68.9380711742041 "1"
"612" 64.5425244593785 "0"
"613" 75.2078704838944 "1"
"614" 55.4336886657374 "0"
"615" 64.9585133419846 "0"
"616" 61.9287600641044 "1"
"617" 58.9013912643335 "1"
"618" 64.5831939405287 "1"
"619" 67.2598874866849 "0"
"620" 51.8853217487976 "0"
"621" 70.8449961280876 "0"
"622" 60.3373842586627 "0"
"623" 58.0564710361838 "0"
"624" 64.1837348880706 "0"
"625" 69.6745455411268 "0"
"626" 79.0811167389242 "1"
"627" 64.2177762200936 "0"
"628" 65.6465610763758 "1"
"629" 78.7855998280573 "0"
"630" 63.2329807131506 "0"
"631" 55.1520816645258 "0"
"632" 65.400605795163 "0"
"633" 56.5642823133636 "0"
"634" 64.2674365197215 "0"
"635" 64.3892346407246 "0"
"636" 63.9853580394728 "0"
"637" 56.6072541267132 "1"
"638" 72.1205580214778 "0"
"639" 61.1321342054787 "0"
"640" 71.9423545015527 "1"
"641" 53.4799764955922 "1"
"642" 66.3850529717569 "0"
"643" 62.1825555855377 "0"
"644" 77.9096221545083 "0"
"645" 59.0755720245701 "1"
"646" 65.8249371287688 "0"
"647" 61.5318300994724 "0"
"648" 63.7861542059959 "1"
"649" 67.3379589186887 "1"
"650" 65.6518455876441 "0"
"651" 54.8454981850839 "1"
"652" 63.4370426697074 "1"
"653" 68.2350509397838 "0"
"654" 62.6256646255434 "0"
"655" 63.7150207208143 "0"
"656" 49.3832268980428 "0"
"657" 70.0509049975605 "1"
"658" 52.8123381088035 "0"
"659" 45.6971147649085 "0"
"660" 60.0977495893625 "0"
"661" 62.0431438498814 "0"
"662" 48.0368767419818 "1"
"663" 56.5905315252875 "0"
"664" 75.9814488643129 "0"
"665" 59.0660198125787 "0"
"666" 76.6372963128103 "0"
"667" 56.574397787378 "0"
"668" 53.830843258824 "0"
"669" 60.8333948865557 "1"
"670" 63.1986657419286 "0"
"671" 54.7572606393543 "1"
"672" 63.9082390620513 "1"
"673" 74.0072498560538 "1"
"674" 68.9512490233824 "0"
"675" 72.1272393108316 "1"
"676" 65.679095971609 "1"
"677" 60.4809409323321 "1"
"678" 59.8332540472654 "0"
"679" 56.635753945986 "1"
"680" 73.0909265091876 "0"
"681" 61.070995467455 "0"
"682" 71.9198938355977 "1"
"683" 63.6657313788713 "0"
"684" 66.1512018615523 "1"
"685" 72.3658590925262 "0"
"686" 68.3244553602005 "0"
"687" 66.5809963389756 "0"
"688" 70.631994690404 "1"
"689" 62.1339548222495 "0"
"690" 68.5635529373886 "1"
"691" 63.7904257858718 "1"
"692" 68.2284750853399 "0"
"693" 55.8285844522099 "1"
"694" 58.4488229876144 "0"
"695" 69.4910808252016 "1"
"696" 62.1625019974079 "1"
"697" 53.1040140449831 "1"
"698" 61.1463938112545 "0"
"699" 59.6431699003794 "0"
"700" 72.8462573184101 "0"
"701" 64.7422109947706 "0"
"702" 79.3122296924753 "0"
"703" 63.3171087210798 "1"
"704" 62.8922820448066 "0"
"705" 64.7277120037147 "0"
"706" 55.2902411873366 "0"
"707" 63.0824655059024 "0"
"708" 66.2325830984764 "1"
"709" 68.5161887209292 "0"
"710" 63.5348091142649 "1"
"711" 66.4365584637598 "0"
"712" 82.393834931055 "1"
"713" 58.4096185152226 "0"
"714" 67.1046740394597 "0"
"715" 63.6742026405434 "0"
"716" 60.2044102376984 "1"
"717" 62.8729032663385 "1"
"718" 56.3797681879218 "0"
"719" 58.6184016090617 "0"
"720" 71.2197481811516 "0"
"721" 63.1831111659332 "0"
"722" 65.8429236805111 "1"
"723" 62.4786256506347 "0"
"724" 62.2512763992489 "0"
"725" 72.8696748295104 "0"
"726" 57.6039362704577 "1"
"727" 64.9001839014794 "1"
"728" 76.2219030435445 "0"
"729" 56.6695005349089 "0"
"730" 60.8128932173411 "0"
"731" 77.6242140135186 "0"
"732" 63.6340699451529 "0"
"733" 61.9319365891215 "0"
"734" 70.2079482444989 "0"
"735" 69.8880942608083 "0"
"736" 69.3546951764342 "1"
"737" 63.9789696755581 "1"
"738" 64.938276173426 "1"
"739" 66.201858318368 "0"
"740" 63.5685760099712 "1"
"741" 71.007327105433 "0"
"742" 71.1861360029927 "1"
"743" 58.4666027609342 "0"
"744" 64.4054275121252 "0"
"745" 59.0670454005849 "0"
"746" 66.5045160526245 "1"
"747" 62.850342909314 "0"
"748" 59.007338461148 "1"
"749" 68.8768696853828 "1"
"750" 61.0556027806536 "1"
"751" 66.2284021810343 "0"
"752" 61.2468092322113 "1"
"753" 63.4228598734295 "0"
"754" 67.9487296421619 "1"
"755" 72.1375457730214 "0"
"756" 62.0508554055695 "0"
"757" 66.8023593785519 "1"
"758" 55.8944801869783 "0"
"759" 66.7421012027957 "1"
"760" 65.1921148724724 "0"
"761" 67.3603988890711 "1"
"762" 59.7263870698245 "0"
"763" 66.4506444972226 "0"
"764" 59.5197827714257 "0"
"765" 66.1445791418571 "1"
"766" 59.4620673573308 "1"
"767" 68.8734205480593 "1"
"768" 57.5143423767819 "0"
"769" 63.4795486416821 "0"
"770" 69.6485492036134 "0"
"771" 69.2848104312543 "0"
"772" 66.8094575250938 "0"
"773" 59.6273197064724 "0"
"774" 62.9046562671899 "0"
"775" 65.3501230313133 "0"
"776" 62.597022808723 "0"
"777" 68.1315094326635 "0"
"778" 71.2309314012663 "0"
"779" 62.0549630780902 "0"
"780" 70.5652881912836 "0"
"781" 63.4414644313064 "0"
"782" 65.9432749035998 "0"
"783" 48.3215988924775 "0"
"784" 62.6425697248449 "0"
"785" 64.8813862274251 "1"
"786" 62.0873499477654 "0"
"787" 61.1650377702663 "0"
"788" 63.0168061768332 "0"
"789" 62.1012146759857 "0"
"790" 60.1708357106071 "1"
"791" 66.3979914245267 "1"
"792" 65.1873991798957 "0"
"793" 58.9277319825593 "0"
"794" 60.3759132935435 "0"
"795" 65.9977714171082 "0"
"796" 67.3219866362136 "0"
"797" 62.660173053016 "0"
"798" 65.2593851253862 "0"
"799" 67.422545727043 "1"
"800" 58.6454338533357 "0"
"801" 57.5761602605246 "0"
"802" 78.4014851967603 "0"
"803" 63.9841211324896 "1"
"804" 60.2640682041421 "0"
"805" 63.8435200537609 "0"
"806" 61.1462004661782 "0"
"807" 78.1782857966163 "0"
"808" 67.090745826916 "1"
"809" 60.1944406158324 "0"
"810" 66.8415464290538 "0"
"811" 67.8038426160891 "0"
"812" 62.710025670153 "0"
"813" 62.3778488287882 "0"
"814" 71.5376146062802 "1"
"815" 57.6890255155809 "1"
"816" 80.0552719233382 "0"
"817" 71.8855330338068 "0"
"818" 62.5561259166764 "0"
"819" 68.7010998935867 "1"
"820" 67.1041252301168 "0"
"821" 72.5625030316636 "1"
"822" 69.6110753205598 "0"
"823" 65.9139262277168 "0"
"824" 63.7903635275975 "0"
"825" 59.9254532498095 "1"
"826" 69.3198833613214 "0"
"827" 59.353985693962 "0"
"828" 63.3753922968682 "1"
"829" 58.4135872107609 "0"
"830" 67.5966655036385 "1"
"831" 62.5146554470688 "1"
"832" 68.9479963890227 "0"
"833" 60.4720572018245 "0"
"834" 64.7892014480971 "0"
"835" 64.1005024766495 "1"
"836" 56.8020552372413 "0"
"837" 72.6593608589414 "0"
"838" 61.9772581172651 "1"
"839" 61.7113653637431 "0"
"840" 63.5390456395127 "0"
"841" 64.3466196577933 "1"
"842" 63.2969867537832 "0"
"843" 55.4938928178208 "0"
"844" 65.5256183546686 "0"
"845" 66.292668323877 "0"
"846" 65.4243408705595 "1"
"847" 67.6098009204466 "1"
"848" 59.2186092587892 "0"
"849" 80.3792064552075 "0"
"850" 58.9351185146481 "0"
"851" 60.9175875252628 "0"
"852" 64.3989733726545 "0"
"853" 54.4297022960918 "0"
"854" 71.1556023354296 "1"
"855" 57.904039482738 "1"
"856" 63.5195672879484 "0"
"857" 60.3553062774233 "0"
"858" 80.7529270703114 "0"
"859" 70.8448380228046 "0"
"860" 58.6935909101891 "1"
"861" 71.9810172087118 "0"
"862" 62.8975548553704 "1"
"863" 53.7182785646815 "0"
"864" 52.4225874826947 "0"
"865" 61.8380790752983 "1"
"866" 71.9728299374875 "0"
"867" 57.9864713119611 "1"
"868" 59.0891841359284 "0"
"869" 68.9690123515281 "0"
"870" 68.2988703397728 "1"
"871" 65.1313684768974 "1"
"872" 60.8730366815167 "0"
"873" 57.4100290168717 "1"
"874" 66.6574273810983 "0"
"875" 60.7769254326049 "0"
"876" 67.6387146004522 "0"
"877" 62.19384189316 "0"
"878" 71.3844501315505 "0"
